sub,t,s,a,acc,r,rt,cond,block
32,103,4,2,1,1,911,2,1
32,104,5,1,1,0,NaN,2,1
32,105,6,2,1,1,891,2,1
32,106,4,1,0,0,NaN,2,1
32,107,5,2,0,0,764,2,1
32,108,6,2,1,0,586,2,1
32,109,6,1,0,0,NaN,2,1
32,110,4,2,1,1,758,2,1
32,111,5,1,1,1,NaN,2,1
32,112,6,1,0,0,NaN,2,1
32,113,4,2,1,0,517,2,1
32,114,5,2,0,0,517,2,1
32,115,4,1,0,0,NaN,2,1
32,116,5,1,1,0,NaN,2,1
32,117,6,2,1,1,467,2,1
32,118,6,1,0,0,NaN,2,1
32,119,5,2,0,0,445,2,1
32,120,4,2,1,0,980,2,1
32,121,3,2,NaN,1,1093,1,2
32,122,2,1,1,0,NaN,1,2
32,123,1,2,1,0,1144,1,2
32,124,2,1,1,1,NaN,1,2
32,125,1,2,1,1,1062,1,2
32,126,3,2,NaN,0,767,1,2
32,127,1,2,1,1,531,1,2
32,128,3,1,NaN,1,NaN,1,2
32,129,2,2,0,0,822,1,2
32,130,1,2,1,1,731,1,2
32,131,2,1,1,0,NaN,1,2
32,132,3,2,NaN,1,501,1,2
32,133,1,2,1,1,747,1,2
32,134,2,1,1,0,NaN,1,2
32,135,3,2,NaN,1,481,1,2
32,136,3,2,NaN,0,498,1,2
32,137,1,2,1,1,1018,1,2
32,138,2,1,1,1,NaN,1,2
32,139,2,1,1,1,NaN,1,2
32,140,3,2,NaN,0,449,1,2
32,141,1,2,1,1,796,1,2
32,142,1,1,0,0,NaN,1,2
32,143,3,1,NaN,0,NaN,1,2
32,144,2,1,1,1,NaN,1,2
32,145,2,2,0,0,571,1,2
32,146,3,2,NaN,0,588,1,2
32,147,1,2,1,1,956,1,2
32,148,1,1,0,0,NaN,1,2
32,149,2,2,0,1,782,1,2
32,150,3,2,NaN,0,836,1,2
32,151,2,2,0,0,795,1,2
32,152,1,1,0,0,NaN,1,2
32,153,3,2,NaN,0,622,1,2
32,154,1,2,1,1,1316,1,2
32,155,3,2,NaN,0,1290,1,2
32,156,2,1,1,1,NaN,1,2
32,157,1,1,0,1,NaN,1,2
32,158,3,2,NaN,1,552,1,2
32,159,2,1,1,1,NaN,1,2
32,160,1,1,0,0,NaN,1,2
32,161,3,2,NaN,1,595,1,2
32,162,2,1,1,0,NaN,1,2
32,163,1,2,1,0,726,1,2
32,164,2,1,1,1,NaN,1,2
32,165,3,2,NaN,1,500,1,2
32,166,1,1,0,0,NaN,1,2
32,167,3,2,NaN,1,560,1,2
32,168,2,1,1,1,NaN,1,2
32,169,3,2,NaN,0,600,1,2
32,170,1,1,0,1,NaN,1,2
32,171,2,1,1,1,NaN,1,2
32,172,3,2,NaN,1,577,1,2
32,173,1,1,0,0,NaN,1,2
32,174,2,2,0,0,933,1,2
32,175,2,1,1,1,NaN,1,2
32,176,3,1,NaN,1,NaN,1,2
32,177,1,1,0,0,NaN,1,2
32,178,3,2,NaN,1,563,1,2
32,179,2,1,1,1,NaN,1,2
32,180,1,1,0,0,NaN,1,2
32,181,1,2,1,1,1157,1,2
32,182,3,1,NaN,1,NaN,1,2
32,183,2,1,1,0,NaN,1,2
32,184,1,2,1,1,393,1,2
32,185,3,2,NaN,1,644,1,2
32,186,2,1,1,0,NaN,1,2
32,187,3,2,NaN,0,410,1,2
32,188,2,1,1,0,NaN,1,2
32,189,1,2,1,1,547,1,2
32,190,3,2,NaN,1,557,1,2
32,191,1,2,1,1,587,1,2
32,192,2,1,1,0,NaN,1,2
32,193,2,1,1,0,NaN,1,2
32,194,1,2,1,0,466,1,2
32,195,3,2,NaN,0,500,1,2
32,196,3,1,NaN,1,NaN,1,2
32,197,1,2,1,1,784,1,2
32,198,2,2,0,0,1265,1,2
32,199,3,1,NaN,0,NaN,1,2
32,200,1,2,1,1,350,1,2
32,201,2,1,1,1,NaN,1,2
32,202,1,2,1,1,501,1,2
32,203,3,2,NaN,0,846,1,2
32,204,2,1,1,1,NaN,1,2
32,205,2,1,1,1,NaN,1,2
32,206,3,2,NaN,1,1256,1,2
32,207,1,1,0,0,NaN,1,2
32,208,2,2,0,1,1165,1,2
32,209,1,1,0,0,NaN,1,2
32,210,3,2,NaN,0,854,1,2
32,211,2,2,0,0,1836,1,2
32,212,3,1,NaN,0,NaN,1,2
32,213,1,2,1,1,519,1,2
32,214,3,1,NaN,0,NaN,1,2
32,215,1,2,1,1,1190,1,2
32,216,2,1,1,1,NaN,1,2
32,217,1,2,1,1,655,1,2
32,218,3,2,NaN,0,681,1,2
32,219,2,2,0,0,794,1,2
32,220,3,2,NaN,1,606,1,2
32,221,2,1,1,0,NaN,1,2
32,222,1,2,1,1,1044,1,2
32,223,1,2,1,1,1020,1,2
32,224,2,1,1,1,NaN,1,2
32,225,3,1,NaN,1,NaN,1,2
32,226,3,2,NaN,0,804,1,2
32,227,1,2,1,1,995,1,2
32,228,2,1,1,0,NaN,1,2
32,229,1,1,0,0,NaN,1,2
32,230,3,2,NaN,0,485,1,2
32,231,2,2,0,0,884,1,2
32,232,3,2,NaN,0,1019,1,2
32,233,2,1,1,1,NaN,1,2
32,234,1,1,0,1,NaN,1,2
32,235,1,2,1,0,665,1,2
32,236,3,1,NaN,1,NaN,1,2
32,237,2,2,0,1,735,1,2
32,238,2,2,0,0,916,1,2
32,239,1,2,1,1,1004,1,2
32,240,3,2,NaN,0,654,1,2
33,1,3,2,NaN,1,723,1,1
33,2,2,2,0,0,830,1,1
33,3,1,2,1,1,924,1,1
33,4,3,2,NaN,0,644,1,1
33,5,1,2,1,1,754,1,1
33,6,2,2,0,1,594,1,1
33,7,1,2,1,0,626,1,1
33,8,3,2,NaN,0,633,1,1
33,9,2,2,0,1,793,1,1
33,10,3,1,NaN,1,NaN,1,1
33,11,1,1,0,1,NaN,1,1
33,12,2,2,0,1,633,1,1
33,13,3,1,NaN,1,NaN,1,1
33,14,1,1,0,0,NaN,1,1
33,15,2,2,0,0,513,1,1
33,16,2,2,0,0,872,1,1
33,17,3,2,NaN,1,681,1,1
33,18,1,2,1,0,478,1,1
33,19,3,1,NaN,0,NaN,1,1
33,20,2,2,0,0,545,1,1
33,21,1,2,1,1,535,1,1
33,22,3,2,NaN,0,1024,1,1
33,23,1,2,1,0,653,1,1
33,24,2,2,0,1,626,1,1
33,25,1,1,0,1,NaN,1,1
33,26,2,2,0,0,838,1,1
33,27,3,2,NaN,1,898,1,1
33,28,3,1,NaN,1,NaN,1,1
33,29,1,1,0,0,NaN,1,1
33,30,2,1,1,1,NaN,1,1
33,31,1,2,1,0,1492,1,1
33,32,2,2,0,1,1031,1,1
33,33,3,2,NaN,0,929,1,1
33,34,3,2,NaN,1,1407,1,1
33,35,1,2,1,1,1047,1,1
33,36,2,1,1,1,NaN,1,1
33,37,2,2,0,0,1473,1,1
33,38,1,1,0,0,NaN,1,1
33,39,3,2,NaN,1,1560,1,1
33,40,1,1,0,0,NaN,1,1
33,41,3,1,NaN,0,NaN,1,1
33,42,2,1,1,0,NaN,1,1
33,43,3,1,NaN,0,NaN,1,1
33,44,2,2,0,0,412,1,1
33,45,1,2,1,1,644,1,1
33,46,1,1,0,0,NaN,1,1
33,47,3,2,NaN,1,1022,1,1
33,48,2,1,1,1,NaN,1,1
33,49,3,2,NaN,0,518,1,1
33,50,1,1,0,1,NaN,1,1
33,51,2,2,0,0,529,1,1
33,52,1,2,1,0,593,1,1
33,53,2,2,0,1,820,1,1
33,54,3,2,NaN,0,964,1,1
33,55,2,2,0,0,929,1,1
33,56,1,1,0,0,NaN,1,1
33,57,3,2,NaN,0,889,1,1
33,58,1,2,1,0,904,1,1
33,59,3,1,NaN,0,NaN,1,1
33,60,2,2,0,0,946,1,1
33,61,2,2,0,1,538,1,1
33,62,1,2,1,0,601,1,1
33,63,3,2,NaN,0,577,1,1
33,64,2,1,1,1,NaN,1,1
33,65,3,1,NaN,0,NaN,1,1
33,66,1,1,0,0,NaN,1,1
33,67,3,2,NaN,0,395,1,1
33,68,2,2,0,0,533,1,1
33,69,1,1,0,0,NaN,1,1
33,70,1,2,1,1,625,1,1
33,71,3,2,NaN,0,918,1,1
33,72,2,2,0,1,834,1,1
33,73,2,1,1,1,NaN,1,1
33,74,3,2,NaN,0,1052,1,1
33,75,1,1,0,1,NaN,1,1
33,76,3,2,NaN,1,1491,1,1
33,77,1,2,1,1,1263,1,1
33,78,2,1,1,0,NaN,1,1
33,79,2,1,1,0,NaN,1,1
33,80,3,1,NaN,0,NaN,1,1
33,81,1,1,0,0,NaN,1,1
33,82,1,1,0,1,NaN,1,1
33,83,2,1,1,1,NaN,1,1
33,84,3,1,NaN,0,NaN,1,1
33,85,2,2,0,0,660,1,1
33,86,3,2,NaN,0,898,1,1
33,87,1,1,0,1,NaN,1,1
33,88,1,2,1,0,1144,1,1
33,89,2,2,0,0,513,1,1
33,90,3,1,NaN,0,NaN,1,1
33,91,2,2,0,0,904,1,1
33,92,3,2,NaN,0,964,1,1
33,93,1,1,0,1,NaN,1,1
33,94,1,1,0,0,NaN,1,1
33,95,2,1,1,0,NaN,1,1
33,96,3,1,NaN,1,NaN,1,1
33,97,3,2,NaN,0,818,1,1
33,98,2,2,0,0,837,1,1
33,99,1,2,1,1,924,1,1
33,100,3,1,NaN,0,NaN,1,1
33,101,1,1,0,0,NaN,1,1
33,102,2,2,0,0,595,1,1
33,103,2,2,0,0,712,1,1
33,104,1,1,0,1,NaN,1,1
33,105,3,1,NaN,0,NaN,1,1
33,106,1,1,0,0,NaN,1,1
33,107,2,2,0,1,701,1,1
33,108,3,1,NaN,0,NaN,1,1
33,109,3,2,NaN,1,744,1,1
33,110,1,2,1,1,1125,1,1
33,111,2,2,0,0,1013,1,1
33,112,1,1,0,0,NaN,1,1
33,113,2,2,0,0,642,1,1
33,114,3,1,NaN,1,NaN,1,1
33,115,2,1,1,1,NaN,1,1
33,116,3,1,NaN,0,NaN,1,1
33,117,1,1,0,0,NaN,1,1
33,118,1,2,1,1,620,1,1
33,119,3,2,NaN,1,914,1,1
33,120,2,2,0,1,621,1,1
33,121,4,2,1,1,428,2,2
33,122,6,2,NaN,1,487,2,2
33,123,5,2,0,0,544,2,2
33,124,5,1,1,1,NaN,2,2
33,125,4,2,1,1,478,2,2
33,126,6,2,NaN,1,525,2,2
33,127,5,1,1,1,NaN,2,2
33,128,6,2,NaN,1,705,2,2
33,129,4,2,1,1,472,2,2
33,130,4,2,1,0,754,2,2
33,131,6,2,NaN,1,937,2,2
33,132,5,1,1,1,NaN,2,2
33,133,4,2,1,1,406,2,2
33,134,5,1,1,1,NaN,2,2
33,135,6,2,NaN,1,358,2,2
33,136,6,2,NaN,1,536,2,2
33,137,5,1,1,1,NaN,2,2
33,138,4,2,1,0,336,2,2
33,139,4,1,0,0,NaN,2,2
33,140,5,1,1,1,NaN,2,2
33,141,6,2,NaN,1,497,2,2
33,142,6,2,NaN,1,570,2,2
33,143,4,2,1,1,577,2,2
33,144,5,1,1,0,NaN,2,2
33,145,5,2,0,0,705,2,2
33,146,4,2,1,0,593,2,2
33,147,6,2,NaN,1,423,2,2
33,148,5,1,1,0,NaN,2,2
33,149,6,2,NaN,1,565,2,2
33,150,4,1,0,1,NaN,2,2
33,151,5,2,0,0,577,2,2
33,152,6,2,NaN,1,497,2,2
33,153,4,1,0,0,NaN,2,2
33,154,4,2,1,1,637,2,2
33,155,5,1,1,1,NaN,2,2
33,156,6,2,NaN,0,434,2,2
33,157,6,2,NaN,1,556,2,2
33,158,4,2,1,1,415,2,2
33,159,5,1,1,1,NaN,2,2
33,160,4,2,1,0,412,2,2
33,161,5,1,1,1,NaN,2,2
33,162,6,2,NaN,1,414,2,2
33,163,5,1,1,1,NaN,2,2
33,164,6,2,NaN,1,414,2,2
33,165,4,2,1,1,415,2,2
33,166,4,2,1,0,526,2,2
33,167,5,1,1,1,NaN,2,2
33,168,6,2,NaN,0,474,2,2
33,169,6,2,NaN,1,483,2,2
33,170,4,2,1,1,686,2,2
33,171,5,2,0,1,598,2,2
33,172,6,2,NaN,1,540,2,2
33,173,4,2,1,1,512,2,2
33,174,5,1,1,1,NaN,2,2
33,175,4,2,1,0,711,2,2
33,176,6,2,NaN,1,363,2,2
33,177,5,1,1,1,NaN,2,2
33,178,4,2,1,0,382,2,2
33,179,6,2,NaN,1,355,2,2
33,180,5,1,1,1,NaN,2,2
33,181,5,2,0,0,691,2,2
33,182,6,2,NaN,1,443,2,2
33,183,4,2,1,1,467,2,2
33,184,4,2,1,0,439,2,2
33,185,6,2,NaN,1,366,2,2
33,186,5,1,1,0,NaN,2,2
33,187,5,1,1,1,NaN,2,2
33,188,6,2,NaN,1,497,2,2
33,189,4,2,1,1,525,2,2
33,190,4,2,1,1,538,2,2
33,191,6,2,NaN,1,521,2,2
33,192,5,1,1,1,NaN,2,2
33,193,4,2,1,1,442,2,2
33,194,5,2,0,0,611,2,2
33,195,6,2,NaN,0,509,2,2
33,196,6,2,NaN,1,498,2,2
33,197,5,1,1,1,NaN,2,2
33,198,4,2,1,1,531,2,2
33,199,5,2,0,1,568,2,2
33,200,6,2,NaN,0,511,2,2
33,201,4,2,1,1,528,2,2
33,202,6,2,NaN,1,561,2,2
33,203,4,2,1,1,561,2,2
33,204,5,2,0,0,415,2,2
33,205,4,2,1,1,446,2,2
33,206,5,1,1,1,NaN,2,2
33,207,6,2,NaN,1,464,2,2
33,208,4,2,1,0,577,2,2
33,209,5,1,1,1,NaN,2,2
33,210,6,2,NaN,1,395,2,2
33,211,6,2,NaN,0,581,2,2
33,212,5,1,1,1,NaN,2,2
33,213,4,2,1,1,499,2,2
33,214,5,1,1,1,NaN,2,2
33,215,4,2,1,1,474,2,2
33,216,6,2,NaN,1,376,2,2
33,217,5,1,1,1,NaN,2,2
33,218,6,2,NaN,1,386,2,2
33,219,4,2,1,1,535,2,2
33,220,6,2,NaN,1,467,2,2
33,221,5,1,1,1,NaN,2,2
33,222,4,2,1,1,482,2,2
33,223,5,1,1,1,NaN,2,2
33,224,6,2,NaN,1,409,2,2
33,225,4,2,1,1,710,2,2
33,226,5,1,1,1,NaN,2,2
33,227,4,2,1,1,426,2,2
33,228,6,2,NaN,1,491,2,2
33,229,5,1,1,1,NaN,2,2
33,230,6,2,NaN,1,420,2,2
33,231,4,2,1,1,530,2,2
33,232,5,1,1,0,NaN,2,2
33,233,6,2,NaN,0,381,2,2
33,234,4,2,1,1,408,2,2
33,235,5,1,1,1,NaN,2,2
33,236,4,2,1,1,494,2,2
33,237,6,2,NaN,1,599,2,2
33,238,4,2,1,0,836,2,2
33,239,6,2,NaN,1,435,2,2
33,240,5,1,1,1,NaN,2,2
34,1,6,2,1,1,747,2,1
34,2,5,2,0,1,710,2,1
34,3,4,2,1,0,494,2,1
34,4,5,2,0,1,492,2,1
34,5,6,2,1,1,419,2,1
34,6,4,1,0,0,NaN,2,1
34,7,4,1,0,0,NaN,2,1
34,8,5,2,0,1,421,2,1
34,9,6,2,1,1,346,2,1
34,10,4,2,1,1,434,2,1
34,11,5,2,0,0,448,2,1
34,12,6,2,1,1,695,2,1
34,13,4,2,1,1,599,2,1
34,14,6,2,1,1,538,2,1
34,15,5,1,1,0,NaN,2,1
34,16,5,2,0,0,386,2,1
34,17,4,2,1,0,609,2,1
34,18,6,2,1,1,597,2,1
34,19,4,2,1,1,1189,2,1
34,20,6,2,1,1,745,2,1
34,21,5,2,0,0,594,2,1
34,22,4,1,0,0,NaN,2,1
34,23,5,2,0,0,685,2,1
34,24,6,2,1,1,716,2,1
34,25,6,2,1,1,637,2,1
34,26,4,2,1,0,507,2,1
34,27,5,2,0,0,1162,2,1
34,28,6,2,1,1,390,2,1
34,29,5,2,0,0,582,2,1
34,30,4,2,1,1,1076,2,1
34,31,5,2,0,1,1071,2,1
34,32,4,1,0,0,NaN,2,1
34,33,6,2,1,1,1248,2,1
34,34,5,1,1,1,NaN,2,1
34,35,4,1,0,0,NaN,2,1
34,36,6,2,1,1,1141,2,1
34,37,6,2,1,1,1134,2,1
34,38,5,2,0,1,1210,2,1
34,39,4,1,0,0,NaN,2,1
34,40,6,2,1,0,1013,2,1
34,41,4,2,1,1,1507,2,1
34,42,5,1,1,0,NaN,2,1
34,43,6,1,0,0,NaN,2,1
34,44,5,2,0,1,1259,2,1
34,45,4,2,1,1,1149,2,1
34,46,6,2,1,0,473,2,1
34,47,4,2,1,1,518,2,1
34,48,5,2,0,0,1153,2,1
34,49,5,2,0,0,1113,2,1
34,50,6,2,1,0,471,2,1
34,51,4,1,0,0,NaN,2,1
34,52,4,2,1,0,682,2,1
34,53,6,2,1,1,447,2,1
34,54,5,2,0,0,923,2,1
34,55,4,1,0,0,NaN,2,1
34,56,6,2,1,1,494,2,1
34,57,5,2,0,0,994,2,1
34,58,6,2,1,1,665,2,1
34,59,4,2,1,1,453,2,1
34,60,5,2,0,0,374,2,1
34,61,4,1,0,0,NaN,2,1
34,62,6,2,1,1,524,2,1
34,63,5,2,0,0,820,2,1
34,64,5,2,0,0,712,2,1
34,65,6,2,1,1,692,2,1
34,66,4,2,1,1,1385,2,1
34,67,5,2,0,0,1021,2,1
34,68,4,1,0,0,NaN,2,1
34,69,6,2,1,0,614,2,1
34,70,5,2,0,0,542,2,1
34,71,4,2,1,1,1144,2,1
34,72,6,2,1,1,420,2,1
34,73,5,1,1,1,NaN,2,1
34,74,4,2,1,1,410,2,1
34,75,6,2,1,0,393,2,1
34,76,6,2,1,0,646,2,1
34,77,5,2,0,0,856,2,1
34,78,4,2,1,1,437,2,1
34,79,5,1,1,0,NaN,2,1
34,80,4,2,1,1,541,2,1
34,81,6,2,1,1,393,2,1
34,82,5,2,0,0,850,2,1
34,83,4,2,1,1,991,2,1
34,84,6,2,1,1,441,2,1
34,85,6,2,1,0,509,2,1
34,86,5,1,1,0,NaN,2,1
34,87,4,2,1,0,300,2,1
34,88,6,2,1,0,558,2,1
34,89,5,1,1,1,NaN,2,1
34,90,4,2,1,1,296,2,1
34,91,5,1,1,1,NaN,2,1
34,92,6,2,1,1,358,2,1
34,93,4,1,0,0,NaN,2,1
34,94,4,2,1,0,519,2,1
34,95,6,2,1,1,554,2,1
34,96,5,2,0,0,1263,2,1
34,97,5,2,0,0,632,2,1
34,98,4,2,1,1,1222,2,1
34,99,6,2,1,1,319,2,1
34,100,4,1,0,0,NaN,2,1
34,101,6,2,1,1,531,2,1
34,102,5,1,1,1,NaN,2,1
34,103,5,1,1,1,NaN,2,1
34,104,6,2,1,1,517,2,1
34,105,4,2,1,1,1719,2,1
34,106,4,2,1,1,960,2,1
34,107,6,2,1,1,438,2,1
34,108,5,2,0,0,1353,2,1
34,109,6,2,1,1,640,2,1
34,110,4,2,1,1,651,2,1
34,111,5,1,1,1,NaN,2,1
34,112,5,2,0,0,904,2,1
34,113,6,2,1,1,663,2,1
34,114,4,2,1,1,823,2,1
34,115,6,2,1,1,982,2,1
34,116,4,2,1,1,656,2,1
34,117,5,1,1,1,NaN,2,1
34,118,6,2,1,0,409,2,1
34,119,4,2,1,1,922,2,1
34,120,5,1,1,1,NaN,2,1
34,121,3,2,NaN,0,1246,1,2
34,122,1,2,1,1,847,1,2
34,123,2,2,0,0,567,1,2
34,124,3,1,NaN,0,NaN,1,2
34,125,1,2,1,0,501,1,2
34,126,2,2,0,0,854,1,2
34,127,1,2,1,1,963,1,2
34,128,2,1,1,1,NaN,1,2
34,129,3,2,NaN,1,1200,1,2
34,130,1,2,1,1,1553,1,2
34,131,3,2,NaN,0,547,1,2
34,132,2,2,0,1,326,1,2
34,133,1,2,1,0,626,1,2
34,134,3,2,NaN,1,279,1,2
34,135,2,2,0,0,557,1,2
34,136,2,1,1,1,NaN,1,2
34,137,1,2,1,0,506,1,2
34,138,3,2,NaN,1,692,1,2
34,139,1,1,0,0,NaN,1,2
34,140,3,2,NaN,1,1384,1,2
34,141,2,1,1,1,NaN,1,2
34,142,2,1,1,1,NaN,1,2
34,143,3,2,NaN,1,575,1,2
34,144,1,2,1,1,573,1,2
34,145,2,1,1,1,NaN,1,2
34,146,1,2,1,1,543,1,2
34,147,3,2,NaN,1,443,1,2
34,148,1,2,1,1,357,1,2
34,149,3,2,NaN,1,657,1,2
34,150,2,1,1,1,NaN,1,2
34,151,2,1,1,1,NaN,1,2
34,152,1,2,1,1,362,1,2
34,153,3,2,NaN,1,415,1,2
34,154,1,2,1,0,674,1,2
34,155,3,2,NaN,0,736,1,2
34,156,2,1,1,1,NaN,1,2
34,157,3,2,NaN,0,488,1,2
34,158,2,1,1,1,NaN,1,2
34,159,1,2,1,0,468,1,2
34,160,2,1,1,1,NaN,1,2
34,161,1,2,1,0,614,1,2
34,162,3,2,NaN,0,656,1,2
34,163,2,1,1,0,NaN,1,2
34,164,1,1,0,0,NaN,1,2
34,165,3,2,NaN,1,508,1,2
34,166,3,2,NaN,1,513,1,2
34,167,2,1,1,0,NaN,1,2
34,168,1,2,1,1,486,1,2
34,169,1,2,1,1,574,1,2
34,170,3,2,NaN,1,707,1,2
34,171,2,1,1,1,NaN,1,2
34,172,1,2,1,1,606,1,2
34,173,2,1,1,1,NaN,1,2
34,174,3,2,NaN,1,1139,1,2
34,175,3,2,NaN,0,542,1,2
34,176,1,2,1,0,442,1,2
34,177,2,1,1,1,NaN,1,2
34,178,3,2,NaN,0,294,1,2
34,179,1,2,1,1,855,1,2
34,180,2,1,1,1,NaN,1,2
34,181,3,2,NaN,0,1062,1,2
34,182,1,2,1,1,997,1,2
34,183,2,1,1,1,NaN,1,2
34,184,3,2,NaN,1,469,1,2
34,185,1,2,1,0,689,1,2
34,186,2,1,1,0,NaN,1,2
34,187,3,2,NaN,0,547,1,2
34,188,1,2,1,1,528,1,2
34,189,2,1,1,0,NaN,1,2
34,190,3,1,NaN,0,NaN,1,2
34,191,1,2,1,0,439,1,2
34,192,2,1,1,0,NaN,1,2
34,193,1,2,1,0,543,1,2
34,194,3,2,NaN,1,479,1,2
34,195,2,1,1,1,NaN,1,2
34,196,3,2,NaN,0,452,1,2
34,197,1,2,1,1,1724,1,2
34,198,2,1,1,1,NaN,1,2
34,199,3,2,NaN,1,573,1,2
34,200,2,1,1,1,NaN,1,2
34,201,1,2,1,1,789,1,2
34,202,3,2,NaN,0,1140,1,2
34,203,1,2,1,0,436,1,2
34,204,2,1,1,1,NaN,1,2
34,205,1,2,1,1,886,1,2
34,206,2,1,1,1,NaN,1,2
34,207,3,2,NaN,1,547,1,2
34,208,2,1,1,0,NaN,1,2
34,209,3,2,NaN,0,582,1,2
34,210,1,2,1,1,679,1,2
34,211,3,2,NaN,0,626,1,2
34,212,2,1,1,1,NaN,1,2
34,213,1,2,1,1,806,1,2
34,214,2,1,1,0,NaN,1,2
34,215,1,2,1,1,648,1,2
34,216,3,2,NaN,1,716,1,2
34,217,2,1,1,1,NaN,1,2
34,218,1,2,1,1,707,1,2
34,219,3,2,NaN,0,1037,1,2
34,220,1,2,1,1,412,1,2
34,221,3,2,NaN,0,961,1,2
34,222,2,1,1,1,NaN,1,2
34,223,1,2,1,1,829,1,2
34,224,2,1,1,0,NaN,1,2
34,225,3,2,NaN,1,889,1,2
34,226,1,2,1,1,635,1,2
34,227,2,1,1,0,NaN,1,2
34,228,3,2,NaN,0,714,1,2
34,229,1,2,1,1,373,1,2
34,230,3,2,NaN,0,648,1,2
34,231,2,1,1,1,NaN,1,2
34,232,2,1,1,1,NaN,1,2
34,233,3,2,NaN,1,664,1,2
34,234,1,2,1,1,671,1,2
34,235,1,2,1,1,727,1,2
34,236,2,1,1,1,NaN,1,2
34,237,3,2,NaN,0,533,1,2
34,238,2,1,1,1,NaN,1,2
34,239,3,2,NaN,1,1045,1,2
34,240,1,2,1,1,852,1,2
35,1,1,1,0,0,NaN,1,1
35,2,3,1,NaN,1,NaN,1,1
35,3,2,2,0,1,1323,1,1
35,4,2,2,0,0,549,1,1
35,5,1,1,0,0,NaN,1,1
35,6,3,1,NaN,0,NaN,1,1
35,7,1,2,1,1,374,1,1
35,8,3,2,NaN,1,455,1,1
35,9,2,2,0,0,334,1,1
35,10,1,2,1,1,473,1,1
35,11,3,2,NaN,0,467,1,1
35,12,2,1,1,0,NaN,1,1
35,13,3,2,NaN,0,732,1,1
35,14,2,2,0,0,809,1,1
35,15,1,2,1,0,638,1,1
35,16,3,2,NaN,1,710,1,1
35,17,1,2,1,1,832,1,1
35,18,2,2,0,0,499,1,1
35,19,2,2,0,0,456,1,1
35,20,3,2,NaN,1,765,1,1
35,21,1,2,1,0,392,1,1
35,22,3,2,NaN,0,769,1,1
35,23,2,2,0,0,528,1,1
35,24,1,2,1,1,725,1,1
35,25,3,2,NaN,0,728,1,1
35,26,1,2,1,1,696,1,1
35,27,2,1,1,0,NaN,1,1
35,28,1,2,1,1,457,1,1
35,29,3,2,NaN,0,847,1,1
35,30,2,2,0,1,442,1,1
35,31,1,2,1,0,569,1,1
35,32,2,2,0,0,913,1,1
35,33,3,2,NaN,1,775,1,1
35,34,2,1,1,1,NaN,1,1
35,35,3,2,NaN,1,535,1,1
35,36,1,1,0,0,NaN,1,1
35,37,3,2,NaN,0,518,1,1
35,38,2,2,0,0,759,1,1
35,39,1,2,1,0,773,1,1
35,40,1,1,0,0,NaN,1,1
35,41,3,2,NaN,1,585,1,1
35,42,2,2,0,0,781,1,1
35,43,1,1,0,0,NaN,1,1
35,44,2,2,0,0,1549,1,1
35,45,3,2,NaN,1,688,1,1
35,46,3,2,NaN,0,443,1,1
35,47,1,2,1,1,510,1,1
35,48,2,1,1,1,NaN,1,1
35,49,1,1,0,0,NaN,1,1
35,50,3,2,NaN,1,382,1,1
35,51,2,1,1,0,NaN,1,1
35,52,3,2,NaN,1,832,1,1
35,53,1,1,0,0,NaN,1,1
35,54,2,1,1,1,NaN,1,1
35,55,1,1,0,0,NaN,1,1
35,56,2,1,1,1,NaN,1,1
35,57,3,2,NaN,1,802,1,1
35,58,2,1,1,1,NaN,1,1
35,59,1,1,0,1,NaN,1,1
35,60,3,2,NaN,1,443,1,1
35,61,1,1,0,1,NaN,1,1
35,62,2,1,1,1,NaN,1,1
35,63,3,2,NaN,0,411,1,1
35,64,3,2,NaN,1,840,1,1
35,65,2,1,1,1,NaN,1,1
35,66,1,1,0,0,NaN,1,1
35,67,3,2,NaN,1,650,1,1
35,68,2,1,1,1,NaN,1,1
35,69,1,2,1,1,455,1,1
35,70,3,2,NaN,0,466,1,1
35,71,2,1,1,1,NaN,1,1
35,72,1,2,1,1,507,1,1
35,73,1,2,1,1,801,1,1
35,74,3,1,NaN,0,NaN,1,1
35,75,2,1,1,1,NaN,1,1
35,76,3,2,NaN,0,807,1,1
35,77,2,1,1,0,NaN,1,1
35,78,1,2,1,0,549,1,1
35,79,2,1,1,1,NaN,1,1
35,80,1,1,0,0,NaN,1,1
35,81,3,2,NaN,0,446,1,1
35,82,3,2,NaN,1,741,1,1
35,83,2,1,1,0,NaN,1,1
35,84,1,1,0,0,NaN,1,1
35,85,1,2,1,1,625,1,1
35,86,3,2,NaN,0,562,1,1
35,87,2,2,0,1,439,1,1
35,88,2,2,0,0,789,1,1
35,89,3,2,NaN,0,544,1,1
35,90,1,2,1,1,842,1,1
35,91,1,2,1,1,825,1,1
35,92,3,1,NaN,1,NaN,1,1
35,93,2,1,1,1,NaN,1,1
35,94,1,2,1,1,561,1,1
35,95,2,1,1,1,NaN,1,1
35,96,3,1,NaN,0,NaN,1,1
35,97,1,2,1,1,603,1,1
35,98,2,1,1,1,NaN,1,1
35,99,3,2,NaN,0,423,1,1
35,100,3,1,NaN,1,NaN,1,1
35,101,1,2,1,0,619,1,1
35,102,2,1,1,1,NaN,1,1
35,103,3,2,NaN,0,470,1,1
35,104,1,1,0,1,NaN,1,1
35,105,2,1,1,1,NaN,1,1
