sub,t,s,a,acc,r,rt,cond,block
79,52,6,2,1,1,463,2,1
79,53,4,2,1,0,339,2,1
79,54,5,1,1,1,NaN,2,1
79,55,4,2,1,1,326,2,1
79,56,6,2,1,1,317,2,1
79,57,5,1,1,1,NaN,2,1
79,58,4,2,1,1,364,2,1
79,59,5,2,0,1,818,2,1
79,60,6,2,1,0,393,2,1
79,61,6,2,1,1,537,2,1
79,62,4,2,1,0,351,2,1
79,63,5,2,0,0,351,2,1
79,64,5,1,1,1,NaN,2,1
79,65,6,2,1,1,401,2,1
79,66,4,2,1,1,353,2,1
79,67,5,2,0,1,795,2,1
79,68,4,2,1,0,382,2,1
79,69,6,2,1,1,368,2,1
79,70,5,2,0,0,461,2,1
79,71,6,2,1,1,459,2,1
79,72,4,2,1,0,328,2,1
79,73,6,2,1,1,516,2,1
79,74,4,2,1,1,544,2,1
79,75,5,1,1,1,NaN,2,1
79,76,6,2,1,1,472,2,1
79,77,4,2,1,1,330,2,1
79,78,5,1,1,1,NaN,2,1
79,79,6,2,1,1,394,2,1
79,80,5,2,0,0,579,2,1
79,81,4,2,1,1,329,2,1
79,82,6,2,1,1,340,2,1
79,83,5,1,1,1,NaN,2,1
79,84,4,2,1,1,369,2,1
79,85,5,2,0,1,459,2,1
79,86,4,2,1,1,334,2,1
79,87,6,2,1,1,343,2,1
79,88,4,2,1,1,387,2,1
79,89,5,2,0,0,530,2,1
79,90,6,2,1,1,370,2,1
79,91,5,2,0,1,618,2,1
79,92,6,2,1,1,391,2,1
79,93,4,2,1,1,354,2,1
79,94,6,2,1,1,324,2,1
79,95,4,2,1,1,370,2,1
79,96,5,2,0,0,619,2,1
79,97,4,2,1,1,329,2,1
79,98,6,2,1,1,535,2,1
79,99,5,2,0,0,553,2,1
79,100,6,2,1,0,499,2,1
79,101,4,2,1,0,367,2,1
79,102,5,1,1,1,NaN,2,1
79,103,4,2,1,1,319,2,1
79,104,6,2,1,1,328,2,1
79,105,5,1,1,0,NaN,2,1
79,106,4,2,1,0,307,2,1
79,107,5,2,0,0,537,2,1
79,108,6,2,1,0,352,2,1
79,109,6,2,1,1,413,2,1
79,110,5,2,0,0,968,2,1
79,111,4,2,1,1,409,2,1
79,112,6,2,1,1,409,2,1
79,113,5,1,1,0,NaN,2,1
79,114,4,2,1,1,353,2,1
79,115,4,2,1,1,353,2,1
79,116,6,2,1,1,389,2,1
79,117,5,2,0,0,591,2,1
79,118,5,2,0,0,899,2,1
79,119,6,2,1,1,402,2,1
79,120,4,2,1,1,318,2,1
79,121,1,2,1,0,993,1,2
79,122,2,2,0,0,342,1,2
79,123,3,2,NaN,0,329,1,2
79,124,2,2,0,1,434,1,2
79,125,3,2,NaN,0,453,1,2
79,126,1,2,1,1,527,1,2
79,127,3,1,NaN,0,NaN,1,2
79,128,2,2,0,0,361,1,2
79,129,1,2,1,0,336,1,2
79,130,3,1,NaN,1,NaN,1,2
79,131,2,2,0,0,313,1,2
79,132,1,2,1,1,338,1,2
79,133,2,2,0,0,677,1,2
79,134,1,2,1,0,444,1,2
79,135,3,2,NaN,1,404,1,2
79,136,2,2,0,0,589,1,2
79,137,1,2,1,1,338,1,2
79,138,3,2,NaN,0,406,1,2
79,139,2,2,0,0,479,1,2
79,140,3,1,NaN,1,NaN,1,2
79,141,1,2,1,1,457,1,2
79,142,2,1,1,1,NaN,1,2
79,143,1,2,1,1,583,1,2
79,144,3,1,NaN,0,NaN,1,2
79,145,3,2,NaN,0,758,1,2
79,146,2,2,0,0,604,1,2
79,147,1,2,1,1,326,1,2
79,148,1,2,1,1,638,1,2
79,149,3,2,NaN,0,643,1,2
79,150,2,1,1,1,NaN,1,2
79,151,1,2,1,1,465,1,2
79,152,2,1,1,1,NaN,1,2
79,153,3,1,NaN,0,NaN,1,2
79,154,3,1,NaN,1,NaN,1,2
79,155,1,2,1,1,390,1,2
79,156,2,2,0,0,381,1,2
79,157,3,2,NaN,1,402,1,2
79,158,1,2,1,1,373,1,2
79,159,2,1,1,1,NaN,1,2
79,160,1,2,1,1,739,1,2
79,161,3,2,NaN,0,538,1,2
79,162,2,2,0,0,380,1,2
79,163,2,1,1,1,NaN,1,2
79,164,1,2,1,1,460,1,2
79,165,3,2,NaN,1,548,1,2
79,166,3,2,NaN,1,506,1,2
79,167,2,1,1,0,NaN,1,2
79,168,1,2,1,1,417,1,2
79,169,3,2,NaN,1,1040,1,2
79,170,2,1,1,1,NaN,1,2
79,171,1,2,1,0,399,1,2
79,172,1,2,1,1,455,1,2
79,173,3,2,NaN,1,606,1,2
79,174,2,1,1,1,NaN,1,2
79,175,1,2,1,1,472,1,2
79,176,3,2,NaN,1,682,1,2
79,177,2,2,0,0,614,1,2
79,178,2,2,0,0,454,1,2
79,179,3,2,NaN,1,433,1,2
79,180,1,2,1,1,359,1,2
79,181,2,2,0,0,1098,1,2
79,182,3,2,NaN,1,334,1,2
79,183,1,2,1,0,328,1,2
79,184,1,2,1,0,513,1,2
79,185,3,2,NaN,0,479,1,2
79,186,2,2,0,0,490,1,2
79,187,1,2,1,1,1031,1,2
79,188,3,2,NaN,0,543,1,2
79,189,2,2,0,0,1038,1,2
79,190,3,2,NaN,0,428,1,2
79,191,1,2,1,1,328,1,2
79,192,2,1,1,0,NaN,1,2
79,193,3,1,NaN,1,NaN,1,2
79,194,1,2,1,0,371,1,2
79,195,2,1,1,1,NaN,1,2
79,196,1,2,1,1,400,1,2
79,197,3,2,NaN,1,535,1,2
79,198,2,2,0,0,750,1,2
79,199,1,2,1,1,450,1,2
79,200,2,1,1,1,NaN,1,2
79,201,3,2,NaN,0,512,1,2
79,202,2,2,0,0,531,1,2
79,203,3,2,NaN,0,387,1,2
79,204,1,2,1,0,343,1,2
79,205,3,2,NaN,1,610,1,2
79,206,1,2,1,1,357,1,2
79,207,2,1,1,1,NaN,1,2
79,208,1,2,1,1,404,1,2
79,209,2,1,1,1,NaN,1,2
79,210,3,2,NaN,0,311,1,2
79,211,3,2,NaN,0,1709,1,2
79,212,2,2,0,1,382,1,2
79,213,1,2,1,1,414,1,2
79,214,3,2,NaN,0,414,1,2
79,215,2,2,0,1,443,1,2
79,216,1,2,1,1,390,1,2
79,217,2,2,0,0,494,1,2
79,218,3,2,NaN,0,490,1,2
79,219,1,2,1,1,407,1,2
79,220,3,2,NaN,1,523,1,2
79,221,2,1,1,0,NaN,1,2
79,222,1,2,1,1,419,1,2
79,223,2,1,1,1,NaN,1,2
79,224,1,2,1,1,501,1,2
79,225,3,2,NaN,1,354,1,2
79,226,2,1,1,1,NaN,1,2
79,227,3,2,NaN,0,599,1,2
79,228,1,2,1,1,373,1,2
79,229,2,2,0,0,606,1,2
79,230,1,2,1,0,436,1,2
79,231,3,2,NaN,0,526,1,2
79,232,2,2,0,0,360,1,2
79,233,3,2,NaN,0,374,1,2
79,234,1,2,1,0,343,1,2
79,235,1,2,1,1,469,1,2
79,236,2,2,0,0,943,1,2
79,237,3,2,NaN,1,372,1,2
79,238,1,2,1,1,391,1,2
79,239,3,2,NaN,0,468,1,2
79,240,2,1,1,0,NaN,1,2
80,1,6,2,1,1,1213,2,1
80,2,5,2,0,0,434,2,1
80,3,4,2,1,1,513,2,1
80,4,4,2,1,1,563,2,1
80,5,6,2,1,0,485,2,1
80,6,5,2,0,1,522,2,1
80,7,5,2,0,0,482,2,1
80,8,4,2,1,1,762,2,1
80,9,6,2,1,1,436,2,1
80,10,6,2,1,1,492,2,1
80,11,4,2,1,1,491,2,1
80,12,5,2,0,0,572,2,1
80,13,5,2,0,0,556,2,1
80,14,6,2,1,1,474,2,1
80,15,4,2,1,1,493,2,1
80,16,5,2,0,0,1084,2,1
80,17,6,2,1,1,753,2,1
80,18,4,2,1,1,596,2,1
80,19,5,1,1,1,NaN,2,1
80,20,4,2,1,1,640,2,1
80,21,6,2,1,1,635,2,1
80,22,4,2,1,1,572,2,1
80,23,6,2,1,1,667,2,1
80,24,5,1,1,1,NaN,2,1
80,25,6,2,1,0,464,2,1
80,26,4,2,1,1,738,2,1
80,27,5,2,0,1,970,2,1
80,28,6,2,1,1,549,2,1
80,29,5,2,0,0,580,2,1
80,30,4,2,1,1,570,2,1
80,31,4,2,1,0,580,2,1
80,32,6,2,1,1,728,2,1
80,33,5,2,0,0,452,2,1
80,34,6,2,1,0,949,2,1
80,35,5,1,1,1,NaN,2,1
80,36,4,2,1,1,583,2,1
80,37,4,2,1,1,715,2,1
80,38,6,2,1,1,609,2,1
80,39,5,2,0,1,700,2,1
80,40,5,2,0,0,516,2,1
80,41,6,2,1,1,573,2,1
80,42,4,2,1,1,588,2,1
80,43,6,2,1,1,565,2,1
80,44,4,2,1,0,645,2,1
80,45,5,2,0,0,932,2,1
80,46,4,2,1,1,514,2,1
80,47,6,2,1,0,613,2,1
80,48,5,1,1,1,NaN,2,1
80,49,5,2,0,0,924,2,1
80,50,4,2,1,1,548,2,1
80,51,6,2,1,1,531,2,1
80,52,4,2,1,1,547,2,1
80,53,6,2,1,0,557,2,1
80,54,5,2,0,0,932,2,1
80,55,5,1,1,0,NaN,2,1
80,56,4,2,1,0,543,2,1
80,57,6,2,1,1,596,2,1
80,58,6,2,1,0,658,2,1
80,59,5,1,1,1,NaN,2,1
80,60,4,2,1,1,549,2,1
80,61,5,1,1,0,NaN,2,1
80,62,4,2,1,1,495,2,1
80,63,6,2,1,1,557,2,1
80,64,5,1,1,0,NaN,2,1
80,65,4,2,1,0,805,2,1
80,66,6,2,1,0,597,2,1
80,67,4,2,1,1,603,2,1
80,68,6,2,1,1,547,2,1
80,69,5,1,1,1,NaN,2,1
80,70,5,2,0,0,1517,2,1
80,71,6,2,1,1,654,2,1
80,72,4,2,1,1,547,2,1
80,73,4,2,1,0,571,2,1
80,74,6,2,1,1,483,2,1
80,75,5,1,1,1,NaN,2,1
80,76,5,2,0,0,695,2,1
80,77,6,2,1,1,772,2,1
80,78,4,2,1,1,586,2,1
80,79,6,2,1,1,580,2,1
80,80,5,2,0,1,1082,2,1
80,81,4,2,1,1,645,2,1
80,82,4,2,1,1,517,2,1
80,83,6,2,1,1,667,2,1
80,84,5,2,0,0,1232,2,1
80,85,5,2,0,0,651,2,1
80,86,6,2,1,1,554,2,1
80,87,4,2,1,1,531,2,1
80,88,4,2,1,1,658,2,1
80,89,6,2,1,1,67,2,1
80,90,5,2,0,0,997,2,1
80,91,6,2,1,1,630,2,1
80,92,4,2,1,1,562,2,1
80,93,5,1,1,0,NaN,2,1
80,94,5,1,1,1,NaN,2,1
80,95,4,2,1,1,498,2,1
80,96,6,2,1,1,626,2,1
80,97,5,2,0,0,1453,2,1
80,98,6,2,1,1,484,2,1
80,99,4,2,1,1,450,2,1
80,100,5,1,1,1,NaN,2,1
80,101,6,2,1,0,574,2,1
80,102,4,2,1,1,396,2,1
80,103,4,2,1,0,667,2,1
80,104,6,2,1,0,611,2,1
80,105,5,1,1,1,NaN,2,1
80,106,4,2,1,1,536,2,1
80,107,5,2,0,0,1277,2,1
80,108,6,2,1,1,451,2,1
80,109,4,2,1,1,523,2,1
80,110,5,1,1,1,NaN,2,1
80,111,6,2,1,1,549,2,1
80,112,5,2,0,1,1028,2,1
80,113,4,2,1,0,586,2,1
80,114,6,2,1,1,539,2,1
80,115,5,2,0,0,1076,2,1
80,116,4,2,1,1,547,2,1
80,117,6,2,1,1,789,2,1
80,118,5,2,0,0,1663,2,1
80,119,4,2,1,0,434,2,1
80,120,6,2,1,1,684,2,1
80,121,3,2,NaN,1,1516,1,2
80,122,2,2,0,0,859,1,2
80,123,1,2,1,1,555,1,2
80,124,1,2,1,1,916,1,2
80,125,3,2,NaN,0,562,1,2
80,126,2,2,0,1,604,1,2
80,127,3,2,NaN,1,602,1,2
80,128,2,2,0,0,658,1,2
80,129,1,2,1,0,638,1,2
80,130,3,2,NaN,1,704,1,2
80,131,1,2,1,1,715,1,2
80,132,2,2,0,1,954,1,2
80,133,1,2,1,1,684,1,2
80,134,3,2,NaN,1,603,1,2
80,135,2,2,0,0,508,1,2
80,136,1,2,1,1,539,1,2
80,137,3,2,NaN,0,723,1,2
80,138,2,1,1,0,NaN,1,2
80,139,2,2,0,0,1150,1,2
80,140,3,2,NaN,1,596,1,2
80,141,1,2,1,1,578,1,2
80,142,2,1,1,0,NaN,1,2
80,143,1,2,1,1,557,1,2
80,144,3,2,NaN,1,444,1,2
80,145,1,2,1,1,731,1,2
80,146,2,2,0,0,976,1,2
80,147,3,2,NaN,0,531,1,2
80,148,3,2,NaN,1,491,1,2
80,149,1,2,1,1,604,1,2
80,150,2,1,1,1,NaN,1,2
80,151,2,2,0,1,438,1,2
80,152,1,2,1,1,611,1,2
80,153,3,2,NaN,0,603,1,2
80,154,2,2,0,0,1037,1,2
80,155,1,2,1,1,642,1,2
80,156,3,2,NaN,1,444,1,2
80,157,2,1,1,1,NaN,1,2
80,158,1,2,1,1,568,1,2
80,159,3,2,NaN,0,579,1,2
80,160,2,1,1,1,NaN,1,2
80,161,1,2,1,1,477,1,2
80,162,3,2,NaN,1,532,1,2
80,163,3,2,NaN,0,684,1,2
80,164,2,2,0,0,988,1,2
80,165,1,2,1,1,581,1,2
80,166,1,2,1,1,691,1,2
80,167,2,2,0,0,940,1,2
80,168,3,2,NaN,1,602,1,2
80,169,1,2,1,1,820,1,2
80,170,3,2,NaN,0,819,1,2
80,171,2,2,0,0,860,1,2
80,172,2,1,1,0,NaN,1,2
80,173,1,2,1,1,1087,1,2
80,174,3,1,NaN,0,NaN,1,2
80,175,2,1,1,1,NaN,1,2
80,176,1,2,1,1,768,1,2
80,177,3,1,NaN,0,NaN,1,2
80,178,2,2,0,1,878,1,2
80,179,1,2,1,1,962,1,2
80,180,3,1,NaN,0,NaN,1,2
80,181,2,2,0,1,1558,1,2
80,182,1,2,1,1,483,1,2
80,183,3,1,NaN,0,NaN,1,2
80,184,2,2,0,1,753,1,2
80,185,3,1,NaN,1,NaN,1,2
80,186,1,2,1,1,518,1,2
80,187,2,2,0,0,748,1,2
80,188,1,2,1,1,1362,1,2
80,189,3,2,NaN,1,1317,1,2
80,190,1,2,1,0,555,1,2
80,191,2,2,0,0,844,1,2
80,192,3,2,NaN,1,832,1,2
80,193,1,2,1,0,819,1,2
80,194,3,2,NaN,1,716,1,2
80,195,2,1,1,1,NaN,1,2
80,196,3,2,NaN,0,966,1,2
80,197,1,2,1,1,677,1,2
80,198,2,2,0,0,891,1,2
80,199,2,1,1,1,NaN,1,2
80,200,3,1,NaN,1,NaN,1,2
80,201,1,2,1,1,458,1,2
80,202,1,2,1,1,555,1,2
80,203,2,1,1,1,NaN,1,2
80,204,3,2,NaN,0,453,1,2
80,205,2,2,0,0,651,1,2
80,206,3,1,NaN,1,NaN,1,2
80,207,1,2,1,0,558,1,2
80,208,3,2,NaN,0,618,1,2
80,209,2,2,0,0,506,1,2
80,210,1,1,0,0,NaN,1,2
80,211,1,1,0,0,NaN,1,2
80,212,3,1,NaN,0,NaN,1,2
80,213,2,1,1,0,NaN,1,2
80,214,1,1,0,0,NaN,1,2
80,215,2,1,1,0,NaN,1,2
80,216,3,1,NaN,0,NaN,1,2
80,217,2,1,1,1,NaN,1,2
80,218,3,1,NaN,0,NaN,1,2
80,219,1,1,0,0,NaN,1,2
80,220,1,1,0,0,NaN,1,2
80,221,3,1,NaN,0,NaN,1,2
80,222,2,2,0,0,495,1,2
80,223,3,1,NaN,1,NaN,1,2
80,224,1,1,0,0,NaN,1,2
80,225,2,1,1,1,NaN,1,2
80,226,2,2,0,1,787,1,2
80,227,1,1,0,0,NaN,1,2
80,228,3,2,NaN,0,494,1,2
80,229,1,1,0,0,NaN,1,2
80,230,3,1,NaN,0,NaN,1,2
80,231,2,2,0,0,560,1,2
80,232,1,1,0,0,NaN,1,2
80,233,3,1,NaN,0,NaN,1,2
80,234,2,1,1,0,NaN,1,2
80,235,2,1,1,0,NaN,1,2
80,236,1,1,0,0,NaN,1,2
80,237,3,1,NaN,0,NaN,1,2
80,238,3,1,NaN,1,NaN,1,2
80,239,1,1,0,0,NaN,1,2
80,240,2,1,1,1,NaN,1,2
81,1,4,2,1,1,822,2,1
81,2,5,2,0,1,543,2,1
81,3,6,2,1,1,671,2,1
81,4,4,2,1,0,460,2,1
81,5,6,2,1,0,571,2,1
81,6,5,2,0,0,460,2,1
81,7,5,2,0,0,511,2,1
81,8,4,2,1,1,541,2,1
81,9,6,2,1,1,532,2,1
81,10,6,2,1,1,845,2,1
81,11,5,1,1,1,NaN,2,1
81,12,4,2,1,1,465,2,1
81,13,6,2,1,0,466,2,1
81,14,4,2,1,1,591,2,1
81,15,5,1,1,1,NaN,2,1
81,16,6,1,0,0,NaN,2,1
81,17,4,2,1,0,444,2,1
81,18,5,2,0,0,414,2,1
81,19,6,1,0,0,NaN,2,1
81,20,5,2,0,1,718,2,1
81,21,4,2,1,1,641,2,1
81,22,5,1,1,0,NaN,2,1
81,23,4,2,1,1,431,2,1
81,24,6,1,0,0,NaN,2,1
81,25,5,2,0,0,515,2,1
81,26,6,1,0,0,NaN,2,1
81,27,4,2,1,1,524,2,1
81,28,4,2,1,1,459,2,1
81,29,5,2,0,0,448,2,1
81,30,6,1,0,1,NaN,2,1
81,31,6,1,0,0,NaN,2,1
81,32,4,2,1,0,513,2,1
81,33,5,1,1,0,NaN,2,1
81,34,4,2,1,1,629,2,1
81,35,5,2,0,0,772,2,1
81,36,6,1,0,0,NaN,2,1
81,37,5,2,0,0,1482,2,1
81,38,6,1,0,0,NaN,2,1
81,39,4,2,1,1,798,2,1
81,40,6,2,1,1,1217,2,1
81,41,4,2,1,1,561,2,1
81,42,5,1,1,0,NaN,2,1
81,43,6,2,1,0,491,2,1
81,44,5,1,1,1,NaN,2,1
81,45,4,2,1,1,546,2,1
81,46,4,2,1,1,891,2,1
81,47,5,1,1,1,NaN,2,1
81,48,6,2,1,1,575,2,1
81,49,6,2,1,1,825,2,1
81,50,5,1,1,1,NaN,2,1
81,51,4,2,1,0,713,2,1
81,52,6,1,0,0,NaN,2,1
81,53,4,2,1,0,1753,2,1
81,54,5,1,1,1,NaN,2,1
81,55,5,1,1,1,NaN,2,1
81,56,4,2,1,1,1360,2,1
81,57,6,2,1,1,1258,2,1
81,58,6,1,0,0,NaN,2,1
81,59,4,2,1,0,434,2,1
81,60,5,1,1,0,NaN,2,1
81,61,6,2,1,1,548,2,1
81,62,4,2,1,1,437,2,1
81,63,5,2,0,1,382,2,1
81,64,4,2,1,0,428,2,1
81,65,5,1,1,1,NaN,2,1
81,66,6,2,1,1,366,2,1
81,67,6,1,0,0,NaN,2,1
81,68,5,1,1,1,NaN,2,1
81,69,4,2,1,1,386,2,1
81,70,4,2,1,1,531,2,1
81,71,6,2,1,1,790,2,1
81,72,5,2,0,0,831,2,1
81,73,4,2,1,0,1684,2,1
81,74,5,1,1,1,NaN,2,1
81,75,6,2,1,1,546,2,1
81,76,4,2,1,1,497,2,1
81,77,5,2,0,0,1018,2,1
81,78,6,2,1,0,713,2,1
81,79,4,1,0,1,NaN,2,1
81,80,6,2,1,1,329,2,1
81,81,5,2,0,0,588,2,1
81,82,6,1,0,0,NaN,2,1
81,83,4,2,1,0,331,2,1
81,84,5,2,0,0,805,2,1
81,85,4,2,1,1,593,2,1
81,86,6,2,1,1,339,2,1
81,87,5,2,0,0,428,2,1
81,88,5,2,0,0,1645,2,1
81,89,6,1,0,0,NaN,2,1
81,90,4,2,1,1,901,2,1
81,91,5,2,0,0,467,2,1
81,92,6,1,0,0,NaN,2,1
81,93,4,2,1,1,457,2,1
81,94,6,2,1,1,681,2,1
81,95,5,2,0,0,658,2,1
81,96,4,2,1,1,645,2,1
81,97,5,1,1,1,NaN,2,1
81,98,4,2,1,1,976,2,1
81,99,6,2,1,1,1369,2,1
81,100,4,1,0,0,NaN,2,1
81,101,5,2,0,0,764,2,1
81,102,6,1,0,0,NaN,2,1
81,103,6,2,1,1,1001,2,1
81,104,4,2,1,1,404,2,1
81,105,5,2,0,1,599,2,1
81,106,4,2,1,1,588,2,1
81,107,5,2,0,0,610,2,1
81,108,6,2,1,1,666,2,1
81,109,6,2,1,1,772,2,1
81,110,4,1,0,0,NaN,2,1
81,111,5,1,1,1,NaN,2,1
81,112,6,2,1,1,334,2,1
81,113,4,2,1,1,1932,2,1
81,114,5,2,0,0,731,2,1
81,115,6,2,1,1,747,2,1
81,116,4,2,1,1,688,2,1
81,117,5,2,0,0,520,2,1
81,118,6,2,1,0,761,2,1
81,119,4,2,1,1,463,2,1
81,120,5,2,0,0,335,2,1
81,121,2,2,0,0,625,1,2
81,122,1,2,1,1,382,1,2
81,123,3,2,NaN,1,530,1,2
81,124,3,2,NaN,0,588,1,2
81,125,2,2,0,0,482,1,2
81,126,1,2,1,1,446,1,2
81,127,1,2,1,0,761,1,2
81,128,3,1,NaN,1,NaN,1,2
81,129,2,1,1,1,NaN,1,2
81,130,3,1,NaN,1,NaN,1,2
81,131,1,2,1,0,590,1,2
81,132,2,2,0,0,382,1,2
81,133,3,2,NaN,0,827,1,2
81,134,2,2,0,0,531,1,2
81,135,1,2,1,1,443,1,2
81,136,2,1,1,0,NaN,1,2
81,137,1,2,1,1,557,1,2
81,138,3,2,NaN,0,596,1,2
81,139,3,2,NaN,1,581,1,2
81,140,1,2,1,1,674,1,2
81,141,2,1,1,1,NaN,1,2
81,142,1,2,1,1,634,1,2
81,143,3,1,NaN,0,NaN,1,2
81,144,2,1,1,1,NaN,1,2
81,145,2,1,1,1,NaN,1,2
81,146,1,2,1,0,658,1,2
81,147,3,2,NaN,0,466,1,2
81,148,1,2,1,1,436,1,2
81,149,3,2,NaN,0,681,1,2
81,150,2,2,0,0,431,1,2
81,151,1,2,1,1,456,1,2
81,152,3,2,NaN,1,633,1,2
81,153,2,1,1,1,NaN,1,2
81,154,1,2,1,1,719,1,2
81,155,3,2,NaN,1,661,1,2
81,156,2,1,1,1,NaN,1,2
81,157,2,1,1,0,NaN,1,2
81,158,1,1,0,1,NaN,1,2
81,159,3,2,NaN,1,593,1,2
81,160,2,1,1,0,NaN,1,2
81,161,3,2,NaN,1,513,1,2
81,162,1,2,1,0,382,1,2
81,163,3,2,NaN,1,724,1,2
81,164,2,1,1,0,NaN,1,2
81,165,1,2,1,0,704,1,2
81,166,3,2,NaN,1,621,1,2
81,167,2,1,1,1,NaN,1,2
81,168,1,2,1,1,703,1,2
81,169,2,1,1,1,NaN,1,2
81,170,3,2,NaN,1,638,1,2
81,171,1,2,1,1,835,1,2
81,172,1,2,1,1,621,1,2
81,173,3,2,NaN,0,650,1,2
81,174,2,2,0,0,508,1,2
81,175,1,2,1,1,1135,1,2
81,176,3,2,NaN,1,707,1,2
81,177,2,1,1,1,NaN,1,2
81,178,1,1,0,1,NaN,1,2
81,179,2,1,1,1,NaN,1,2
81,180,3,2,NaN,0,676,1,2
81,181,2,1,1,1,NaN,1,2
81,182,3,2,NaN,0,416,1,2
81,183,1,2,1,1,441,1,2
81,184,2,2,0,1,441,1,2
81,185,3,2,NaN,0,413,1,2
81,186,1,2,1,1,472,1,2
81,187,3,1,NaN,0,NaN,1,2
81,188,2,2,0,0,412,1,2
81,189,1,2,1,1,366,1,2
81,190,2,2,0,1,752,1,2
81,191,1,2,1,0,540,1,2
81,192,3,1,NaN,0,NaN,1,2
81,193,1,2,1,1,542,1,2
81,194,2,2,0,0,425,1,2
81,195,3,2,NaN,1,322,1,2
81,196,1,2,1,0,741,1,2
81,197,3,2,NaN,0,575,1,2
81,198,2,1,1,1,NaN,1,2
81,199,2,2,0,1,709,1,2
81,200,3,1,NaN,1,NaN,1,2
81,201,1,2,1,1,465,1,2
81,202,1,2,1,1,524,1,2
81,203,2,2,0,0,508,1,2
81,204,3,2,NaN,0,573,1,2
81,205,2,2,0,0,667,1,2
81,206,1,2,1,1,421,1,2
81,207,3,1,NaN,0,NaN,1,2
81,208,3,1,NaN,0,NaN,1,2
81,209,1,2,1,1,635,1,2
81,210,2,2,0,0,496,1,2
81,211,3,1,NaN,1,NaN,1,2
81,212,1,2,1,1,629,1,2
81,213,2,1,1,1,NaN,1,2
81,214,2,2,0,0,962,1,2
81,215,1,2,1,1,721,1,2
81,216,3,1,NaN,0,NaN,1,2
81,217,1,2,1,1,324,1,2
81,218,3,2,NaN,1,707,1,2
81,219,2,1,1,1,NaN,1,2
81,220,2,2,0,0,613,1,2
81,221,3,1,NaN,0,NaN,1,2
81,222,1,2,1,1,450,1,2
81,223,1,2,1,0,370,1,2
81,224,2,2,0,1,671,1,2
81,225,3,1,NaN,0,NaN,1,2
81,226,1,2,1,1,547,1,2
81,227,3,2,NaN,0,518,1,2
81,228,2,2,0,0,355,1,2
81,229,2,2,0,0,609,1,2
81,230,1,2,1,0,589,1,2
81,231,3,2,NaN,0,354,1,2
81,232,3,2,NaN,0,773,1,2
81,233,1,2,1,1,618,1,2
81,234,2,1,1,1,NaN,1,2
81,235,2,2,0,0,592,1,2
81,236,3,2,NaN,1,672,1,2
81,237,1,2,1,0,442,1,2
81,238,3,2,NaN,1,501,1,2
81,239,1,2,1,1,682,1,2
81,240,2,2,0,0,579,1,2
82,1,2,1,1,1,NaN,1,1
82,2,1,2,1,1,600,1,1
82,3,3,1,NaN,0,NaN,1,1
82,4,1,2,1,0,404,1,1
82,5,2,1,1,0,NaN,1,1
82,6,3,1,NaN,1,NaN,1,1
82,7,2,2,0,0,629,1,1
82,8,3,1,NaN,1,NaN,1,1
82,9,1,2,1,1,408,1,1
82,10,2,2,0,0,427,1,1
82,11,3,2,NaN,0,398,1,1
82,12,1,2,1,1,360,1,1
82,13,2,2,0,1,609,1,1
82,14,3,1,NaN,1,NaN,1,1
82,15,1,2,1,1,320,1,1
82,16,3,2,NaN,0,688,1,1
82,17,1,2,1,1,409,1,1
82,18,2,2,0,0,538,1,1
82,19,2,2,0,0,637,1,1
82,20,1,2,1,1,352,1,1
82,21,3,2,NaN,1,339,1,1
82,22,2,2,0,0,599,1,1
82,23,3,1,NaN,1,NaN,1,1
82,24,1,2,1,1,333,1,1
82,25,2,2,0,1,536,1,1
82,26,1,2,1,1,486,1,1
82,27,3,2,NaN,0,808,1,1
82,28,1,2,1,0,331,1,1
82,29,3,2,NaN,0,651,1,1
82,30,2,2,0,0,451,1,1
82,31,2,2,0,0,649,1,1
82,32,3,1,NaN,1,NaN,1,1
82,33,1,2,1,1,339,1,1
82,34,2,2,0,0,430,1,1
82,35,3,2,NaN,0,600,1,1
82,36,1,2,1,1,333,1,1
82,37,3,2,NaN,1,665,1,1
82,38,1,2,1,1,575,1,1
82,39,2,2,0,0,771,1,1
82,40,3,2,NaN,1,611,1,1
82,41,2,2,0,0,632,1,1
82,42,1,2,1,1,393,1,1
82,43,1,2,1,1,664,1,1
82,44,2,1,1,1,NaN,1,1
82,45,3,2,NaN,1,700,1,1
82,46,2,2,0,0,447,1,1
82,47,1,2,1,1,431,1,1
82,48,3,1,NaN,0,NaN,1,1
82,49,1,2,1,1,379,1,1
82,50,2,2,0,0,932,1,1
82,51,3,2,NaN,0,531,1,1
82,52,1,2,1,1,423,1,1
82,53,2,2,0,0,571,1,1
82,54,3,1,NaN,1,NaN,1,1
82,55,1,2,1,1,401,1,1
82,56,3,2,NaN,1,1259,1,1
82,57,2,2,0,0,750,1,1
82,58,1,2,1,0,388,1,1
82,59,2,2,0,0,457,1,1
82,60,3,2,NaN,0,808,1,1
82,61,1,2,1,1,576,1,1
82,62,2,2,0,0,460,1,1
82,63,3,2,NaN,1,476,1,1
82,64,3,1,NaN,1,NaN,1,1
82,65,1,2,1,0,280,1,1
82,66,2,2,0,0,424,1,1
82,67,2,2,0,0,591,1,1
82,68,3,2,NaN,0,612,1,1
82,69,1,2,1,1,397,1,1
82,70,3,2,NaN,1,376,1,1
